deptAcronym,shortcode,uniqueId,department,projectName,description,totalBudget,estimatedCompletionDate,rawProvidedDate,yearsRemaining,originalDocumentOrder,source,asOfDate,isOver10M,isOver100M
dnd,hfru,dnd-hfru,National Defence,High Frequency Receiver Upgrade,High Frequency Receiver Upgrade: This project includes the replacement and renewal of monitor receivers for the Military Aeronautical Communications System Maritime Command with high-frequency systems that will renew the life expectancy and enable back-end interconnectivity of all Canadian Armed Forces high-frequency radio stations.,"$2,637,000","March 31, 2017",Fiscal Year 2016/17,0.8,216,8555-421-266,"June 9, 2016",0,0
dnd,hadcs,dnd-hadcs,National Defence,High Arctic Data Communications System Back-up Radio for Microwave Links,"High Arctic Data Communications System Back-up Radio System for
 Microwave Links: This project will enable a prototype solar based line of sight power system that will be installed at Canadian Forces Station Ahart for testing over two dark season cycles.","$3,673,000","March 31, 2018",Fiscal Year 2017/18,1.8,217,8555-421-266,"June 9, 2016",0,0
dnd,msmu-s,dnd-msmu-s,National Defence,Network Security Monitoring Uplift Stabilization,"Network Security Monitoring Uplift - Stabilization: The project is intended to engineer and·deliver a robust Network Security Monitoring platform initially focused on replacing existing legacy systems at the boundary/perimeter of
 email and internet systems and then focussed on addressing operational deficiencies.","$1,129,000","March 31, 2017",Fiscal Year 2016/17,0.8,218,8555-421-266,"June 9, 2016",0,0
dnd,cdrsn-pbx,dnd-cdrsn-pbx,National Defence,Canadian Defensive Red Switch Network,"Canadian Defense Red Switch Network Upgrade of Data Security Standard-
 2A Hardware and Software: This project will upgrade the hardware and
 software of the Data Security Standard-2A to Public Branch Exchange switches used by the Canadian Defense Red Switch Network.","$1,300,000","March 31, 2017",Fiscal Year 2016/17,0.8,219,8555-421-266,"June 9, 2016",0,0
dnd,csni-esh,dnd-csni-esh,National Defence,Consolidated Secret Network Infrastructure Enterprise Server Hosting,"Enterprise Server Hosting (ESH) for Consolidated Secret Network Infrastructure (CSNI): This project is aimed at mitigating deficiencies in the system by.enhancing the network's virtual infrastructure with high availability, fault tolerance, agility, scalability and disaster recovery capabilities between two or more data centres.","$2,799,000","March 31, 2017",Fiscal Year 2016/07,0.8,220,8555-421-266,"June 9, 2016",0,0
dnd,cvoip,dnd-cvoip,National Defence,Classified Video and Voice over Internet Protocol,Classified Video and Voice over Internet Protocol (WOIP): The intent of this project is to implement an enterprise-wide voice and video capability over a classified network in support of strategic and operational users while interconnecting w_ith other tactical and bilateral initiatives.,"$2,103,000","March 31, 2017",Fiscal Year 2016/17,0.8,221,8555-421-266,"June 9, 2016",0,0
dnd,poe-san,dnd-poe-san,National Defence,Productions and Operations Engineering Storage Area Network,"Productions and Operations Engineering (Storage Area Network): This
 project will allow for the establishment of an enterprise solution for back-up and archival for Command, Control, Communications, Computers, Intelligence, Surveillance and Reconnaissance (C4ISR) across the National Capital Region and regions to en.sure data protection and business r.ecovery.","$4,286,000","March 31, 2017",Fiscal Year 2016/17,0.8,222,8555-421-266,"June 9, 2016",0,0
dnd,ebi,dnd-ebi,National Defence,Enterprise Business Intelligence,"Enterprise Business Intelligence (eBI) (Professional Services): The eBI project will provide the platform and the infrastructure for central repositories of integrated data from one or more disparate sources. This will enable secure, easy and timely access and sharing of data from internal and external information systems, real-time data exchange and reporting to facilitate timely decision making and drive business value.","$2,924,000","March 31, 2018",Fiscal Year 2017/18,1.8,223,8555-421-266,"June 9, 2016",0,0
dnd,mcc-se,dnd-mcc-se,National Defence,Monitoring Command & Control Security Enhancements,"Security Enhancements (Monitoring Command and Control): The project is
 required to maintain and sustain vital monitoring capabilities to ensure that the department has the latest technologies to combat both cyber and insider- specific threats in multiple environments and security domains.","$4,350,000","March 31, 2019",Fiscal Year 2018/19,2.8,224,8555-421-266,"June 9, 2016",0,0
dnd,tcds-us,dnd-tcds-us,National Defence,Transfer Cross Domain Solution,"Security Enhancements (Design and Test Cross Doma_in and Caveat Access Solution): This project supports the design and testing of a standardized Cross Domain and Caveat Access Solution to provide the ability to access information in multiple security domains from a single authorized device. The benefits of this standardized desktop consolidation include improved operations effectiveness, reduced acquisition and support costs, minimized space requirements, and reduced power consumption.","$3,380,000","March 31, 2019",Fiscal Year 2018/19,2.8,225,8555-421-266,"June 9, 2016",0,0
dnd,lcss-itie,dnd-lcss-itie,National Defence,Land Command Support System Information Technology Infrastructure Enhancement,"Land Command Support System (Information Technology Infrastructure Enhancement): The project is intended to design and procure the fundamental building blocks required to address short-term deficiencies with departmental Information.Technology Infrastructure and to prepare the
 enterprise infrastructure for the Information Technology Infrastructure in Support of the Command and Control Project.","$4,393,000","March 31, 2019",Fiscal Year 2018/19,2.8,226,8555-421-266,"June 9, 2016",0,0
dnd,nsmu-m,dnd-nsmu-m,National Defence,Network Security Monitoring Uplift Modernization,"Network Security Monitoring Uplift - Modernization (Signals Intelligence/Electronic Warfare/Computer Network Defence Services): The project builds on Network Security Monitoring Uplift (Stabilization) project deliverables and will continue to engineer and deliver a robust monitoring
 ·platform to augment current in-service systems with additional monitoring. This system will'be developed in line with the Director Information Management Engineering and Integration's Cyber Security Architecture and Engineering Strategy and Service Catalogue, ensuring maximal reuse of
 l,::,Yic::tinn +<> lini ,,1 +,,nrl<>rrlc:: and nrnr:url'!mf'!nt VF!hir.l,::,c","$2,938,000","March 31, 2017",Fiscal year 2016/17,0.8,227,8555-421-266,"June 9, 2016",0,0
dnd,cf-ewc-dr,dnd-cf-ewc-dr,National Defence,Electronic Warfare Data Repository,"Canadian Forces Electronic Warfare Support: This project will deliver an enhanced modern enterprise Electronic Warfare Data Repository and electronic warfare information processing equipment for National Defence. National Defence has a requirement to modernize its Electronic Warfare Data Repository and analytical tool sets so that the Canadian Armed Forces can maintain its operational effectiveness when tasked in a modern
 electromagnetic environment.","$53,000,000","March 31, 2021","March 1, 2021",4.8,228,8555-421-266,"June 9, 2016",1,0
dnd,csmi-2b,dnd-csmi-2b,National Defence,Classified Security Management Infrastructure Phase 2B,"Classified Security Management Infrastructure, Phase 2B: This phase of the Classified Secure Management Infrastructure project will be conducted in conjunction with the United States Key Management Infrastructure Capability Increment 2 pr9ject, and will be the foundation for the next generation of key management systems. This phase will likely introduce new capabilities such as a secure network presence for key management, the ability to transition users from the Electronic Key Management System to a new web-based ordering tool for all key types, Over-The-Network-Keying directly to End Cryptographic Units, and the integration of key management and key distribution functions into dedicated mission management systems.","$64,000,000","December 31, 2020","December 1, 2020",4.6,229,8555-421-266,"June 9, 2016",1,0
dnd,dcmp-omnibus,dnd-dcmp-omnibus,National Defence,Defence Cryptographic Modernization Project Omnibus,"Defence Cryptographic Modernization Project - Omnibus: This omnibus project will provide the management and oversight and Definition Phase work for all of its sub-projects: Defence Cryptographic Modernization Project - Identify Friend or Foe; Defence Cryptographic Modernization Project - Network Encryption Family and Defence Cryptographic Modernization Project
 - Secure Radio.","$19,000,000","December 31, 2020","December 1, 2020",4.6,230,8555-421-266,"June 9, 2016",1,0
dnd,dcmp-iff,dnd-dcmp-iff,National Defence,Defence Cryptographic Modernization Project Identify Friend or Foe,"Defence Cryptographic Modernization Project - Identify Friend or Foe (IFF): National Defence is currently in the process of replacing its legacy Identify Friend or Foe Mode 4 with IFF Mode 5 compliant cryptographic devices that meet North Atlantic Treaty Organization Standard Agreement 4193
 specifications, while ensuring that necessary Tier 2.5 modifications are made to support Black Key Distribution.","$45,000,000","July 31, 2018","July 1, 2018",2.1,231,8555-421-266,"June 9, 2016",1,0
dnd,dcmp-nef,dnd-dcmp-nef,National Defence,Defence Cryptographic Modernization Project Network Encryption Family,"Defence Cryptographic Modernization Project - Network Encryption Family: This project will provide modern cryptographic devices to secure all of National befence's Classified Networks, remaining Data Links as well as the
 Royal Canadian Navy's Fleet Broadcast.","$123,000,000","August 31, 2018","August 1, 2018",2.2,232,8555-421-266,"June 9, 2016",1,1
dnd,dcmp-sr,dnd-dcmp-sr,National Defence,Defence Cryptographic Modernization Project Secure Radio,"Defence Cryptographic Modernization Project - Secure Radio: National Defence is currently in the process of replacing most of its Type 1 (High Assurance) cryptographic inventory as part of the Defence Cryptographic Modernization project. This is a sub-project that will examine the algorithm modernization requirement and identify legacy secure radios that will require cryptographic modernization upgrading or replacement. During the implementation phase, this project will replace or modernize secure_ radios identified in scope for this project. Additionally, this sub-project will ensure that any new projects for secure radios adhere to the standards established
 by this sub-oroiect.","$224,000,000","December 31, 2020","December 1, 2020",4.6,233,8555-421-266,"June 9, 2016",1,1
dnd,gcdocs,dnd-gcdocs,National Defence,GCdocs,"Information Resource Management System: This project will provide enterprise-wide electronic document and records management, paper records management in addition to collaboration capability for National
 Defence and the Canadian Armed Forces, using the Government of Canada mandated tool, GCDOCs.","$63,300,000","March 31, 2019",Fiscal Year 2018/19,2.8,234,8555-421-266,"June 9, 2016",1,0
dnd,itsm,dnd-itsm,National Defence,Information Technology Service Management,"Defence Renewal 3.1 - Information Technology Service Management: This project will·implement a streamlined model of Information Technology service delivery across National Defence focused on achieving efficiencies, reducing resource demands thus making resources available, and identifying cost savings. This will be achieved through the rationalization of Information Technology service provisioned across National Defence and the Car:iadian Armed Forces, the introduction of new Information Technology organizational constructs, and the creation of enterprise processes and establishment of an integral governance structure supporting enterprise service delivery..","$45,000,000","October 31, 2018","October 1, 2018",2.4,235,8555-421-266,"June 9, 2016",1,0
dnd,dccai,dnd-dccai,National Defence,Defence Command and Control Allied Interoperability,"Defence Command and Control Allied Interoperability: The primary objective of this project is to deliver defence Communications and Information Systems interoperability capabilities required to achieve Canada's intended contributions to the larger allied interoperability efforts undertaken with the United States and under the Combined Communications Electronics Board's
 Proaram.","$5,600,000","March 31, 2019",Fiscal Year 2018/19,2.8,236,8555-421-266,"June 9, 2016",0,0
dnd,chrcp,dnd-chrcp,National Defence,Civilian Human Resources Capability Transformation,"Civilian Human Resources Capability Transformation: This project is intended to prevent a capability gap in the management of civilian human resources management due to obsolescence and interoperability issues with other
 human resources management systems.","$20,000,000","March 31, 2019","March 1, 2019",2.8,237,8555-421-266,"June 9, 2016",1,0
dnd,csa,dnd-csa,National Defence,Cyber Security Awareness,"Cyber Security Awareness: This project will establish a security service oriented architecture in order to build service oriented infrastructure. It will collapse the network security boundaries that will reduce the external attack surface and standardise the management, operational and technical security controls to ensure the confidentiality, integrity and availability of National Defence's information assets within all required mission contexts while also facilitating rapid attack detection, diagnosis, containment and response with a management overlay that is intended to operate independently.","$179,000,000","November 30, 2024","November 1, 2024",8.5,238,8555-421-266,"June 9, 2016",1,1
dnd,dcss,dnd-dcss,National Defence,Data Centric Security Service,"Data Centric Security Service: This project will implement security processes and systems in the secret domain that will make the balance between information sharing and protection more effective and efficient. The outcome will be a seamless information environment existing on a single, unified network at the secret security level, satisfying the core operational requirement for a multi-caveat security capability at the secret level.","$100,000,000","November 30, 2020","November 1, 2020",4.5,239,8555-421-266,"June 9, 2016",1,0
dnd,dco-ds,dnd-dco-ds,National Defence,Defensive Cyber Operations Decision Support,"Defensive Cyber Operations - Decision Support: This project will provide
 technical solutions to safeguard Canadian Armed Forces networks and its data confidentiality, integrity and availability by modernizing Protection Technologies and implementing Detection and Response technologies.","$93,000,000","November 30, 2024","November 1, 2024",8.5,240,8555-421-266,"June 9, 2016",1,0
dnd,dbcim,dnd-dbcim,National Defence,Digital Biometric Collection and Identification Management,"Digital Biometric Collection and Identification Management: This project
 intends to fulfill a need to transition from a hardcopy-based Biometrics Collection and Identity Management Capability to a digital capability in the National Defence and Canadian Armed Forces. This will ensure interoperability, continuity of service and stronger Identity Management with Ipartner departments, agencies, and Allies.","$20,000,000","March 31, 2019",Fiscal Year 2018/19,2.8,241,8555-421-266,"June 9, 2016",1,0
dnd,iebmp,dnd-iebmp,National Defence,Infrastructure and Environment Business Modernization Project,"Infrastructure and Environment Business Modernization Project: This project
 will replace and consolidate the functionality of obsolete applications used to track maintenance, life safety, and code compliance including work orders for facility repairs and upkeep at bases/wings across the country. Moreover, it will build the foundation to support portfolio and program management. The business intelligence module will be enhanced to include reporting which supports portfolio and program management. The project will also en.able an integrated graphic representation of National Defence's real property","$43,100,000","March 31, 2017","March 1, 2017",0.8,242,8555-421-266,"June 9, 2016",1,0
dnd,jiifc,dnd-jiifc,National Defence,Joint Information and Intelligence Fusion Capability,"Joint Information and Intelligence Fusion Capability: The project will deliver a capability to provide situational awareness to operations; provide issue and incident management; provide task ·prioritization, synchronization and de- confliction; provide briefing products; support both the operational planning process (OPP) planning cycle and intelligence preparation of the
 environment.","$69,000,000","December 31, 2018","December 1, 2018",2.6,243,8555-421-266,"June 9, 2016",1,0
dnd,meosar,dnd-meosar,National Defence,Medium Earth Orbit Search and Rescue (MEOSAR),"Medium Earth Orbit Search and Rescue (MEOSAR): This project will develop and deliver the next generation of space-enhanced search and rescue capability by providing search and rescue repeaters, hosted on United States satellites. The project will ensure and enhance Canada's capability to locate alert beacons, fulfill Canada's obligations with respect to the international Cosmicheskaya Sistema Poiska Avariynyh Sudov-Search and Rescue Satellite-Aided Tracking (COSPAS-SARSAT) system Program Agreement, and deliver sound segment to receive anq process the search and rescue
 alert beacons from □eonlein distress.","$322,000,000","June 30, 2029","_ April 2020 (ground segment) I
 June 2029 (space segment}",13.1,244,8555-421-266,"June 9, 2016",1,1
dnd,mercury-global,dnd-mercury-global,National Defence,Mercury Global,"Mercury Global: This project will deliver Command Domain capabilities that address beyond line of sight communications deficiencies from 70 degrees North Latitude to 70 degrees South Latitude. The project will enable strategic, operational and, for larger units, tactical connectivity, supporting Command, Control, Communications, Computers, Intelligence, Surveillance and Reconnaissance; battle management; and combat support needs of the Canadian Armed Forces. It will provide the Canadian Armed Forces with assured access to high-capacity military reserved X-band and Ka-band frequency spectrums at rates exceeding our current Information Exchange Requirements with additional margin to accommodate forecasted future demands to 2031. The project will provide the Canadian Armed Forces with assured access to satellite capacity, sovereign ground entry sites and strategic deployable terminals, thereby achieving greater levels of governance, force management, capacity, availability, cost and integrated
 effects which are not possible through conventional leased commercial
 ,_ -- .","$452,000,000","September 30, 2018","September 1, 2018",2.3,245,8555-421-266,"June 9, 2016",1,1
dnd,mprp,dnd-mprp,National Defence,Military Pension Renewal Project,"Military Pension Renewal Project: The objective of the project is to transform the Canadian Forces Superannuation Act pension administration processes and the supporting information management and information technology enablers required to meet the Act's operational requirements. The project also a!ms to improve services to meet the needs of both current and former Regular Force members (Canadian Forces Pension Plan) and Reservists (Reserve Force Pension Plan), as well as those of their families/survivors. It will establish a modern, efficient solution that has the ability to oversee multiple plans, with common standards, on a single infrastructure.","$185,200,000","January 31, 2017","January 1, 2017",0.6,246,8555-421-266,"June 9, 2016",1,1
dnd,mpmct,dnd-mpmct,National Defence,Military Personnel Management Capability Transformation,"Military Personnel Management Capability Transformation: This _project is focused on the transformation of military personnel policies, processes, and procedures to realign with current best practices, and integrate updated Information Management/ Information Technology enablers to ensure technical currency and provide extended functionality. These changes are needed in order to establish a fully integrated, modern, and flexible approach to Military Personnel Management for Canadian Armed Forces commanders and leaders at the strategic, operational and tactical levels. The solution
 delivered bv this project is to be called Guardian.","$224,300,000","December 31, 2021","December 1, 2021",5.6,247,8555-421-266,"June 9, 2016",1,1
dnd,nccisac,dnd-nccisac,National Defence,Network Command Control Integrated Situation Awareness Capability,"Network Command Control Integrated Situation Awareness Capability: This project will deliver a cyberspace situational awareness capability that achieves the operational requirement of mapping information technology services to priori.ty defence operations and missions, and implement a long- term in-service support program for the capability as a whole. This includes: refined existing and/or new defined operational processes; new software and computer tools; training capability for _operators and support personnel; and,
 long-term in-service support.","$50,000,000","August 31, 2023","August 1, 2023",7.2,248,8555-421-266,"June 9, 2016",1,0
dnd,polar-epsilon,dnd-polar-epsilon,National Defence,Polar Epsilon 2,"Polar Epsilon 2: This project will deliver two ground-based reception facilities, a central processing facility, and a contracted Auto_matic Identification System data processing service to exploit the three RADARSAT Constellation Mission satellites launching in 2018. The Project will provide the Canadian Armed Forces with a critical capability to deliver on its core responsibility for the defence of Canada through wide-area surveillance, enhancing maritime domain awareness, and improving surveillance of the Arctic.","$140,000,000","March 31, 2019","March 1, 2019",2.8,249,8555-421-266,"June 9, 2016",1,1
dnd,pmsc,dnd-pmsc,National Defence,Protected Military Satellite Communications,"Protected Military Satellite Communications: This project will provide the Canadian Armed Forces with a communications capability to support deployed users whether they are joint, naval, army, or air forces. This communications capability supports both the command and control by the National Command Authority of deployed operations and the command and control of in-theatre operations. It will deliver a Canadian Advanced Extremely High Frequency Military Satellite Communications System for gua""ranteed, protected, near-worldwide, secure, survivable, and virtually jam- resistant communications to deployed Canadian Armed Forces commanders
 and forces","$592,000,000","March 31, 2021",Fiscal Year 2020/21,4.8,250,8555-421-266,"June 9, 2016",1,1
dnd,sarmmsrp,dnd-sarmmsrp,National Defence,Search and Rescue Mission Management System Replacement Project,"Search and Rescue Mission Management System Replacement Project: This project aims to improve the Search and Rescue Command and Control capability by modernizing its Mission Management System and its underlying supportability. It will: replace the current SARMASTER software and ha'rdware (if required); provide reliable backup site capability; provide interface capability to accept ""live data""; provide Geographic Information
 System capability; and, setup long term sustainability for the software.","$34,000,000","April 30, 2021","April 1, 2021",4.9,251,8555-421-266,"June 9, 2016",1,0
dnd,sarsat-sarr,dnd-sarsat-sarr,National Defence,Search and Rescue Satellite Search and Rescue Repeater (LEOSAR),"Search and Rescue Satellite Search and Rescue Repeater (SARSAT SARR) Follow-on Project IV: The project is intended to acquire two Search and Rescue Repeater Satellite instruments for delivery to the United States for future Low Earth Orbit Search and Rescue (LEOSAR) launches, as well as one Engineering Qualificatio·n Model to be used for testing and troubleshooting before launch of the two Repeaters. The project will also acquire some test and Ancillary Equipment which includes; one Electronic
 Ground Suooort Eouipment one Repeater Control Unit and one mountina","$23,000,000","December 31, 2019","December 1, 2019",3.6,252,8555-421-266,"June 9, 2016",1,0
dnd,ss-2,dnd-ss-2,National Defence,Surveillance of Space 2,"Surveillance of Space 2: This project is the follow-on project to the first Surveillance of Space project and will deliver a ground and space-based sensor system to acquire tracking data on _man-made Earth-orbiting objects, for a 15-year mission duration. The data will be integrated into the United States Space Surveillance Network to achieve space situational awareness.
 The project will utilize pre-existing processing, scheduling, and operations facilities from the Canadian Space Surveillance System.","$173,000,000","March 31, 2026",Fiscal Year 2025/26,9.8,253,8555-421-266,"June 9, 2016",1,1
dnd,tnsc,dnd-tnsc,National Defence,Tactical Narrowband Satellite Communications,"Tactical Narrowband Satellite Communications: This project will deliver a Command Domain capability to address a critical Canadian Armed Forces Command, Control, Communications, Computers, Intelligence, Surveillance and Reconnaissance (C4ISR) deficiency. It will enable assured, near-global, secure, reliable, and high-availability beyond-line-of-sight narrowband communications to support Royal Canadian Navy, Canadian Army, Royal Canadian Air Force, and Special Operations Forces tactical operations. In addition, it will deliver the necessary space, ground, and system management segments to meet the projected Canadian Armed Forces narrowband information exchange requirements for at least 15 years after achieving Initial
 Operational Caoabilitv.","$934,000,000","March 31, 2025",Fiscal Year 2024/25,8.8,254,8555-421-266,"June 9, 2016",1,1
dnd,hyperion,dnd-hyperion,National Defence,Hyperion Project,"Hyperion Project: This project aims to create an experimental platform with the purpose of improving information exploitation capacity in support of more effective and efficient intenigence analysis. The prototype aims to build a software solution using the most recent open source projects, web 3.0 and semantic web technologies in order to capitalize on the bleeding edge development from open source communities. It also aims to integrate Big Data technologies in order to benefit from their scalable storage and
 proce,ssing to tackle the challenge of growing data size and heavy
 ·","$1,000,000","March 31, 2017","March 1, 2017",0.8,255,8555-421-266,"June 9, 2016",0,0
dnd,cjim,dnd-cjim,National Defence,Combined Joint Intelligence Modernization,"Combined Joint Intelligence Modernization: This project will provide network
 architecture, equipment, vehicles, secure sensitive work environment, and garrison infrastructure to generate, employ, and sustain the core of four deployable land-based All Source Intelligence Centres in support of the full-
 spectrum of combined and joint military operations.","$137,452,000","March 31, 2026",2026,9.8,256,8555-421-266,"June 9, 2016",1,1
dnd,lcss-tccism,dnd-lcss-tccism,National Defence,Land Command Support System Tactical Command and Control Information System Modernization,"Land Command Support System Tactical Command and Control Information System Modernization: This project will modernize and re-capitalize the in- service tactical command and control information system components of the land command support system. This will incorporate major updates and replacement of the existing command support hardware and software components of the Canadian Army command support system from formation to individual tactical vehicle commander.sThis project will be supported by a
 robust tactical communications infrastructure.","$150,000,000","March 31, 2026","July 18, 1905",9.8,257,8555-421-266,"June 9, 2016",1,1
dnd,lcss-srm,dnd-lcss-srm,National Defence,Land Command Support System Intelligence Surveillance Reconnaissance,"Land Command Support System Intelligence Surveillance Reconnaissance . Modernization: This project will modernize and integrate the command, control and planning elements of the various Canadian Army intelligence,
 surveillance and reconnaissance systems.","$383,000,000","March 31, 2026",2026,9.8,258,8555-421-266,"June 9, 2016",1,1
dnd,jdhsrm,dnd-jdhsrm,National Defence,Joint Deployable Headquarters and Signal Regiment Modernization,"Joint Deployable Headquarters and Signal Regiment Modernization: The
 project will improve 1 Canadian Division Headquarters' ability to fulfill the joint deployable headquarters function and the Joint Signal Regiment's ability to provide. integral support to the joint headquarters, as well as a national rear link function to all significant international and domestic operations and other assigned national tasks.","$150,000,000","March 31, 2026",2026,9.8,259,8555-421-266,"June 9, 2016",1,1
dnd,lcss-lep,dnd-lcss-lep,National Defence,Land Command Support System Life Extension Project,"land Command Support System life Extension Project: The project is the necessary evolution of the current land Command Support System, which provides the Canadian Army with combat support capabilities including radio communications, networking, computer workstations, automated situational awareness, command control tools, and collaboration and system management tools to plan, monitor and control military land operations.","$313,417,000","September 30, 2019","September 1, 2019",3.3,260,8555-421-266,"June 9, 2016",1,1
dnd,aurora-blsp,dnd-aurora-blsp,National Defence,CP140 Aurora Interim Beyond Line of Sight Project,CP140 Aurora Interim Beyond Line of Sight Project: This project will deliver an interim wideband communications capability for the CP-140 Aurora. It will enable the near-real time transmission of sensor data to the intelligence analysts and the operational command authorities.,"$934,000,000","March 31, 2025",Fiscal Year 2024/25,8.8,261,8555-421-266,"June 9, 2016",1,1
dnd,ticcc,dnd-ticcc,National Defence,"Tactical Integrated Command, Control, and Communications","Tactical Integrated Command, Control and Communications: This project will upgrade and provide additional critical communications infrastructure. More specifically, it will replace the existing Ground/Air/Ground radios that form the Air Traffic Management and the Canadian Air Defence Radio Systems. This project will also establish a network of link-16 enabled Tactical Data Link Ground Entry Stations within Canada to support domestic operations.
 Similarly, it will deliver a set of deployable Link-16 and Link-11 enabled Tactical Data Link Ground Entry Stations to support expeditionary operations. In addition, the project will deliver a set of deployable streaming video Ground Entry Stations as well as a domestic network of fixed streaming video Ground Entry Stations. The domestic streaming video network will include the capability to store and distribute streaming video. Finally, this project will provide a link-16 relay capability for the fleet of CC150 Polaris Multi-Role Tanker Transport aircraft to extend Link-16 coverage during deployed","$180,000,000","March 31, 2024",Fiscal Year 2023/24,7.8,262,8555-421-266,"June 9, 2016",1,1
dnd,adsu-bcs,dnd-adsu-bcs,National Defence,Canadian Air Defence Sector Upgrade Battle Control System Fixed Phase 1,"Canadian Air Defence Sector Upgrade, Battle Control System - Fixed Phase 1: This project involves software and hardware upgrades that will maintain the Air Defence Command and Control interoperability and supportability with all
 North American Aerospace Defense Command sectors, assuring the defence of North America.","$31,000,000","March 31, 2019",Fiscal Year 2018-19,2.8,263,8555-421-266,"June 9, 2016",1,0
dnd,schp,dnd-schp,National Defence,Satellite Communications Hub Project,"Satellite Communications Hub Project: This project involves the procurement and installation of satellite communications hubs, fully supported and coordinated by-Canadian Armed Forces Military Satellite Communication Technical Authority and staff.","$4,200,672","March 31, 2018",Fiscal Year 2017/18,1.8,264,8555-421-266,"June 9, 2016",0,0
dnd,cse-ctsn,dnd-cse-ctsn,National Defence,Canadian Top Secret Network,"Canadian Top Secret Network (CTSN): The modernization of CTSN is a 5- year project designed to put in place new security, collaboration, and connectivity enhancements to the security and intelligence community.","$51,756,055","March 31, 2018","March 31, 2018",1.8,265,8555-421-266,"June 9, 2016",1,0
dnd,cse-ccmp,dnd-cse-ccmp,National Defence,Canadian Cryptographic Modernization Program (CSE),"Canadian Cryptographic Modernization Program (CCMP) project: The program provides the management and coordination for the modernization of the cryptographic equipment and infrastructure used by the GC to safeguard
 its classified information.","$60,113,000","March 31, 2021","March 31, 2021",4.8,266,8555-421-266,"June 9, 2016",1,0
dnd,cse-csmi-2a,dnd-cse-csmi-2a,National Defence,Classified Security Management Infrastructure Phase 2A,"Classified Security Management Infrastructure (CSMI) Phase 2A : CSMI Phase 2A will develop Proof of Concept Stage 2 and Client Pilot milestones. CSMI Phase 2A activities prepare for CSMI Phase 2B, which will replace the current Government of Canada (GC) Electronic Key Management System with GC Key Management Infrastructure.","$43,519,086","March 31, 2018","March 31, 2018",1.8,267,8555-421-266,"June 9, 2016",1,0
dnd,cse-csmi-2b,dnd-cse-csmi-2b,National Defence,Classified Security Management Infrastructure Phase 2B,"Phase 2B - CSMI Phase 2B will complete the development and implementation of the Canadian Central Facility, which will have the capabilities required to support GC Key Management Infrastructure and deploy the next generation of key management systems.","$31,577,000","March 31, 2021","March 31, 2021",4.8,268,8555-421-266,"June 9, 2016",1,0
nrcan,cls-rdc,nrcan-cls-rdc,Natural Resources Canada,Canada Lands Surveys Records Digitization and Conversion,"Canada Lands Surveys Records Digitization and Conversion - The goal of this project is to transform physical legal survey documents to digital authoritative documents, which will be the new legal, authoritative basis for land transactions.","$1,300,000","March 1, 2017","March 1, 2017",0.7,269,8555-421-266,"June 9, 2016",0,0
nrcan,fgp,nrcan-fgp,Natural Resources Canada,Federal Geospatial Platform,"Federal Geospatial Platform - This project entails developing an interdepartmental online platform consisting of authoritative geospatial data, services and applications.","$37,370,000","March 1, 2017","March 1, 2017",0.7,270,8555-421-266,"June 9, 2016",1,0
nrcan,eo-sip,nrcan-eo-sip,Natural Resources Canada,Revitalization of Natural Resources Canada's Earth Observation Satellite Infrastructure Project,Revitalization of Natural Resources Canada's Satellite Infrastructure Project - The goal of this project is to deliver a state-of-the-art modern Earth Observation satellite imagery Infrastructure nationally.,"$41,800,000","September 1, 2016","September 1, 2016",0.2,271,8555-421-266,"June 9, 2016",1,0
nrcan,swi-lms,nrcan-swi-lms,Natural Resources Canada,Single Window Initiative License Management System,"Single Window Initiative I License Management System - This project aims to implement a streamlined Government of Canada solution for the electronic collection, use and dissemination of the commercial trade data required to support the mandates of participaitng departments.","$6,627,500","March 1, 2017","March 1, 2017",0.7,272,8555-421-266,"June 9, 2016",0,0
nrcan,network-evergreening,nrcan-network-evergreening,Natural Resources Canada,Network Optimization and Evergreening,Network Optimization and Evergreening - The aim of this project is to strengthen Natural Resources Canada's cyber security system. The project will provide an end-state that will bring sufficient and sustainable controls to protect the Department's assets against cyber security threats.,"$4,800,000","March 1, 2018","March 1, 2018",1.7,273,8555-421-266,"June 9, 2016",0,0
pco,windows-10,pco-windows-10,Privy Council Office,Windows 10 Workstation Renewal,"BNET Enhanced Mobility - Renewal of PCO/PMO workstation operating environment focused on mobility and security improvement. This enhancement will also include deployment of Microsoft Windows 10 and will
 consider single users device objectives.","$5,132,623","December 1, 2017","December 1, 2017",1.5,274,8555-421-266,"June 9, 2016",0,0
pco,cabnet-renewal,pco-cabnet-renewal,Privy Council Office,CABNET Renewal,CABNET Renewal - Renewal of PCO/PMO workstation operating environment focused on intra mural mobility and security improvement. This enhancement will also include deployment of Microsoft Windows 10.,"$1,144,026","September 1, 2018","September 1, 2018",2.2,275,8555-421-266,"June 9, 2016",0,0
pco,bbos,pco-bbos,Privy Council Office,BlackBerry 10 & iOS Implementation,BiackBerry 1O& IOS Implementation - Involve the renewal of the PCO/PMO email and mobile devices services. The objective is to improve mobile productivity and enable multi device enablement in an integrated and security cons·cious way,"$3,732,055","December 1, 2016","December 1, 2016",0.5,276,8555-421-266,"June 9, 2016",0,0
