deptAcronym,shortcode,uniqueId,department,projectName,description,totalBudget,estimatedCompletionDate,rawProvidedDate,yearsRemaining,originalDocumentOrder,source,asOfDate,isOver10M,isOver100M
gac,cppm,gac-cppm,Global Affairs Canada,Clarity Projct Portolio Management Tool,"Clarity Project Portfolio Management Tool - The purpose of this initiative is to implement the Clarity Project Portfolio Management (CA PPM} tool to automate IT project tracking and reporting. It will improve accountability, efficiency and delivery of IT projects to clients by supporting better portfolio, project and resource management","$1,700,000","March 31, 2021","March 31, 2021",1.9,217,8555-421-2460,"May 1, 2019",0,0
gac,wifi,gac-wifi,Global Affairs Canada,SIGNET WiFi Deployment,WiFi Deployment - The purpose of this initiative is to extend the existing SIGNET Wi-Fi platform to all Global Affairs Canada National Capital Region locations and at international sites operating under MITNET it involves hardware and infrastructure work from Shared Services Canada and Global Affairs Canada,"$4,250,000","March 31, 2021","March 31, 2021",1.9,218,8555-421-2460,"May 1, 2019",0,0
hc,gcdocs,hc-gcdocs,Health Canada,GCdocs,"GCDocs Implementation (IP 448)
 The GCDocs project will implement the GoC standard technology platform to better share information and collaborate across Health Canada (HC) and Public Health Agency of Canada (PHAC), while meeting security and record-keeping directives in a
 cost-effective manner.","$18,552,169","March 31, 2021",Q4 2020/21,1.9,219,8555-421-2460,"May 1, 2019",1,0
hc,csrs,hc-csrs,Health Canada,Controlled Substances Regulatory System,"Controlled Substances Regulatory System (IP 119)
 The development of a new Constrolled Substance solution will replace the current
 manual tools and legacy systems used, better integrate data, improve operational efficiencies and allow for reportino.","$11,705,730","March 31, 2021",Q4 2020/21,1.9,220,8555-421-2460,"May 1, 2019",1,0
hc,fm,hc-fm,Health Canada,Food Guide Modernization,"Food Modernization (IP 346 A,B,C)
 Develop a repository that will incorporate with HC's food composition database, automate classification of the foods and recipes stored in various nutrient databases into Canadian Food Guide Food Group tiers, and assist researchers in assessing
 whether foods consumed bv Canadians are in line with the Guide.","$2,355,000","March 31, 2020",Q4 2019/20,0.9,221,8555-421-2460,"May 1, 2019",0,0
hc,csi,hc-csi,Health Canada,Common Submission Intake,"Common Submission Intake (IP 400)
 Modernizing and streamlining the way in which information is received, managed and tracked through a common intake process to increase efficiency in informed decision- makinq related to health and safetv.","$14,893,000","March 31, 2020",Q4 2019/20,0.9,222,8555-421-2460,"May 1, 2019",1,0
hc,eam,hc-eam,Health Canada,Enterprise Assets Management,"Enterprise Assets Management (IP 421)
 Support the management of capital assets, including the design and implementation of revised business processes.","$5,029,040","December 31, 2021",Q3 2020/21,2.7,223,8555-421-2460,"May 1, 2019",0,0
hc,nhpd-it,hc-nhpd-it,Health Canada,Natural Health Products Division IT Renewal,"Natural Health Products Division - IT Renewal (NHPD) (IP 501)
 Bring out-of-date systems up to the required supportable levels, stabilize and improve system performance, and improve the license processing for both the industry and the Directorate, while incorporating a client-facing validation model to deal with the issue
 of attestation failures.","$5,151,841","March 31, 2020",Q4 2019/20,0.9,224,8555-421-2460,"May 1, 2019",0,0
hc,food-guide,hc-food-guide,Health Canada,Revision of Canada's Food Guide,"Revision of Canada's Food Guide (Healthy Eating Strategy) (IP 601)
 Design, develop, test, deploy, and host a new Canada Food Guide and responsive platform that permits open data and mobile innovation.","$2,920,106","December 31, 2020",Q3 2019/20,1.7,225,8555-421-2460,"May 1, 2019",0,0
hc,dhpr-3,hc-dhpr-3,Health Canada,Drugs and Health Product Register Release 3,"Drug and Health Product Register - Release 3 (IP 602)
 Project will contribute to the provision of the latest information on important health and safetv issues to Canadians.","$2,000,000","March 31, 2020",Q4 2019/20,0.9,226,8555-421-2460,"May 1, 2019",0,0
hc,sap-2,hc-sap-2,Health Canada,Special Access Program Release 2,"Special Access Program - Release 2 (IP 603)
 This project is intended to provide a complete electronic solution for the Therapeutic Product Directorate's Special Access Program for Drugs and Medical Devices to support fully their regulatory responsibilities and the needs and expectations of clients and stakeholders.","$2,136,986","March 31, 2020",Q4 2019/20,0.9,227,8555-421-2460,"May 1, 2019",0,0
hc,eprwe,hc-eprwe,Health Canada,e-Prescribing Real World Evidence,"e-Prescribing Real World Evidence (IP 604)
 Project will allow for improved access to therapeutic products (drugs & medical devices) and modernize Canada's Pharmaceuticals manaoement.","$3,690,000","March 31, 2020",Q4 2019/20,0.9,228,8555-421-2460,"May 1, 2019",0,0
hc,mcvs,hc-mcvs,Health Canada,Modernization of Canada Vigilence System,"Modernization of Canada Vigilance System (IP 618)
 Provide an electronic safety message exchange system that supports the submission, receipt, vaildation, and import of pre and post market adverse reaction reports (ICSRs) among regulators and commercial partners. This will allow HG to continue to receive and send adverse reaction reports coded in the new version of the International
 Conference on Harmonisation standard E2B R3.","$2,382,549","December 31, 2020",Q3 2019/20,1.7,229,8555-421-2460,"May 1, 2019",0,0
hc,pri,hc-pri,Health Canada,IT Enablement of Public Release of Information,"IT Enablement of Public Release of Information (IP 627)
 This project will make clinical information regarding the safety and efficacy of drugs and medical devices available to the oublic.","$1,961,943","March 31, 2020",Q4 2019/20,0.9,230,8555-421-2460,"May 1, 2019",0,0
hc,eprs-web,hc-eprs-web,Health Canada,ePRS Secure Web Portal Enhancements,"ePRS Secure Web Portal Enhancements (IP 629)
 This project will create a private registry, providing detailed information and access to registrants, while allowing for the exchange of confidential data and documents between HC and external stakeholders.","$1,726,000","March 31, 2021",2020/21,1.9,231,8555-421-2460,"May 1, 2019",0,0
hc,cms-cannabis,hc-cms-cannabis,Health Canada,Case Management Solution for Cannabis,"Case Management Solution for the Cannabis (IP 631)
 Enable the on-line submission of applications and management of related processes
 (e.g., licences, security clearances and inspections, complaint management, and recalls).","$11,163,729","March 31, 2021",2020/21,1.9,232,8555-421-2460,"May 1, 2019",1,0
hc,tcrp,hc-tcrp,Health Canada,Tobocca Control Regulatory PRoject,"Tobacco Control Regulatory Project (IP 626)
 A multi-year project to develop and implement a single integrated solution to replace current legacy systems within the Tobacco Control Directorate (TCD). The new solution will enable TCD and the Tobacco Control Program (TCP) to meet legislative needs under the new Tobacco and Vaping Products Act (TVPA) and the Canada
 Consumer Product Safetv Act (CCPSA).","$5,034,000","March 31, 2020",04 2019/20,0.9,233,8555-421-2460,"May 1, 2019",0,0
hc,eprs-modernization,hc-eprs-modernization,Health Canada,e-PRS (Pesticide Regulatory System) Modernization,"e-PRS Modernisation (IP 407)
 A new multi-year investment plan project to modernize the entire Electronic Pesticide Reaulatorv Svstem (e-PRS).","$3,434,816","December 31, 2020",Q3 2019/20,1.7,234,8555-421-2460,"May 1, 2019",0,0
hc,mdp,hc-mdp,Health Canada,Medical Device Program Post-Market Renewal,"Medical Device Program (MOP) Post-Market Renewal (IP 634)
 Modernization of medical device problem, incident, and recall reports collection and assessment by providing a single-window electronic submission interface to
 healthcare institutes.","$2,978,592","December 31, 2021",03 2020/21,2.7,235,8555-421-2460,"May 1, 2019",0,0
hc,nohis,hc-nohis,Health Canada,National Occupational Health Information System,"National Occupational Health Information System (NOHIS) (IP 217)
 The program requires a single, national, integrated system that will respond to the immediate operational case management needs, and ultimately enable future usage of an electronic medical records capabilitv.","$2,283,569","December 31, 2020",03 2019/20,1.7,236,8555-421-2460,"May 1, 2019",0,0
hc,eli,hc-eli,Health Canada,Establishment Licensing & Inspection,"Establishment Licensing & Inspection (IP 628)
 Implement an enterprise COTS-based solution for the provision of a primary IT Solution ootion for the establishment licensina and inspection caoabilitv.","$9,112,000","December 31, 2022",Q3 2021/22,3.7,237,8555-421-2460,"May 1, 2019",0,0
hc,rsam,hc-rsam,Health Canada,Recalls & Safety Alerts Migration,"Recalls & Safety Alerts Migration (IP 702)
 Develop and migrate the existing Recalls and Safety Alerts application on to a new modern publishing platform to align with Canada.ca and Web Renewal requirements.","$1,409,400","June 30, 2021",01 2020/21,2.2,238,8555-421-2460,"May 1, 2019",0,0
hc,bm,hc-bm,Health Canada,Border Modernization,"Border Modernization (IP 701)
 Provide a new IT solution for HC Programs to modernize their business by providing the required tools to deliver on its mandate, enhance business intelligence and
 reportinq, and make better, informed decisions reqardinq products at the border.","$2,202,917","September 30, 2021",02 2020/21,2.4,239,8555-421-2460,"May 1, 2019",0,0
hc,das-modernization,hc-das-modernization,Health Canada,Drug Analysis Service IT Modernization,"Drug Analysis Service (OAS) IT Modernization (IP 705)
 Provide DAS laboratories with a complete IT solution from intake to issuance of the Certificate of Analyst.","$1,902,000","March 31, 2021",04 2020/21,1.9,240,8555-421-2460,"May 1, 2019",0,0
hc,eqms,hc-eqms,Health Canada,Enterprise Quality Management System,"Enterprise Quality Management System (eQMS) (IP704)
 ldentifv a forward-lookinq replacement solution for the current unsuooorted OMS.","$1,294,289","September 30, 2022",02 2021/2022,3.4,241,8555-421-2460,"May 1, 2019",0,0
hc,edt,hc-edt,Health Canada,eDiscovery Toolkit,"eDiscovery Toolkit (IP 706)
 Support electronically-stored information (ESI) required to respond to litigation, criminal investigation, regulatory enquiry, internal investigation, as part of a regulatory compliance disclosure, or to ATIPs, by reducing the number of irrelevant and non- responsive documents that need to be reviewed manuallv.","$1,904,280","March 31, 2021",04 2020/21,1.9,242,8555-421-2460,"May 1, 2019",0,0
phac,gphin,phac-gphin,Public Health Agency of Canada,Global Public Health Intelligence Network 4 Renewal,"Global Public Health Intelligence Network (GPHIN) 4 Renewal: platform created and maintained by the Agency, linking together a global network of public health professionals and organisations that allows analysts to assess & disseminate relevant information on disease outbreaks and public health events to senior
 officials and stakeholders.","$8,200,000","September 30, 2019","September 30, 2019",0.4,243,8555-421-2460,"May 1, 2019",0,0
phac,wifi,phac-wifi,Public Health Agency of Canada,Wi-Fi Implementation,"Wi-Fi implementation: For Phase 2 of this project, 11 additional buildings were Wi- Fi-enabled. Each building was provided with coverage for office spaces, cafeterias, boardrooms, closed offices, collaboration hubs and quiet rooms. The costs include hardware and equipment, installation, uploading of security certificates on laptops and workstations and configuration of all devices, testing and the development of standard operating procedures for maintenance. The project serves to fulfill the Clerk of the Privy Council's Office commitment in relation to Blueprint 2020, to provide a modern workplace that makes smart use of new technologies and to provide an agile, connected and high-performing workforce with modern tools to align with the GC IT Strategic Plan.","$1,482,000","September 30, 2019","September 30, 2019",0.4,244,8555-421-2460,"May 1, 2019",0,0
cfia,sfcr,cfia-sfcr,Canadian Food Inspection Agency,Safe Food for Canadians Regulations,"Safe Food For Canadians Regulations (SFCR)
 The Safe Food for Canadians Act (SFCA) received Royal Assent in November 2012. Regulations under this act (SFCR) will replace the 13 existing food regulations with one overarching regulation. The SFCR will establish consistent, prevention-focused requirements for foods that are domestically produced, imported, or exported from Canada, and some requirements applicable to food that is traded intra-provincially. It also includes the fundamental food safety principles of licensing, traceability, and preventative control. These new rules are stronger as they keep pace with emerging technologies and trends in food production and processing, and will give inspectors stronger enforcement
 tools.","$1,344,900","June 30, 2019","June 30, 2019",0.2,245,8555-421-2460,"May 1, 2019",0,0
cfia,isip,cfia-isip,Canadian Food Inspection Agency,Import Systems Integration Project (ISIP),"Import Systems Integration Project (ISIP)
 This Project will focus on providing system enhancements to ensure National Import Service Center (NISC) staff efficiencies, ease industry adoption of the Single Window Integrated Import Declaration (SW-IID) and improved reporting mechanisms. The project will result in the reduction in manual interventions for CFIA staff at NISC, improving operations by creating more efficient, consistent and reliable service to industry and ensures an effective system to coordinate decisions with respect to Border Referrals received from CBSA.","$1,045,000","September 30, 2019","September 30, 2019",0.4,246,8555-421-2460,"May 1, 2019",0,0
cfia,ecbpd,cfia-ecbpd,Canadian Food Inspection Agency,Export Certificate and Business process Development,"Export Certificate and Business Process Development
 This project will create new system capabilities which will enable the Agency to better support Industry. These new capabilities will provide the incentives required for further engagement and adoption by industry. Export certification and business processes continue to be developed and refined to support the ability to apply for certificates online; monitor and track the progress of applications online; build specific certificates across business lines; and establishing the foundation for government to government (G2G) electronic exchange of export certificates subject to successful negotiations with trading
 partners.","$2,430,700","June 30, 2020","June 30, 2020",1.2,247,8555-421-2460,"May 1, 2019",0,0
cfia,cpd,cfia-cpd,Canadian Food Inspection Agency,Compliance Promotion Database,"Compliance Promotion Database (CPD)
 This project will provide a solution to enable the envisaged compliance promotion function and the new 'Ask CFIA' capacity to allow stakeholders to access an increasing degree of expertise through a technical expert who will assist them in identification, comprehension
 and aoolication of requlatorv requirements.","$1,669,600","June 30, 2019","June 30, 2019",0.2,248,8555-421-2460,"May 1, 2019",0,0
cfia,e-billing,cfia-e-billing,Canadian Food Inspection Agency,Electronic Billing,"Electronic Billing (E-Billing)
 This project will provide an on-line platform (portal) capable of receiving, processing and issuing service requests made by external stakeholders. The platform supports payment for services via the online portal by credit card, CFIA SAP Account or electronic funds
 transfer.","$1,282,000","March 31, 2020","March 31, 2020",0.9,249,8555-421-2460,"May 1, 2019",0,0
cfia,w2k3,cfia-w2k3,Canadian Food Inspection Agency,Windows Server Upgrade,"Windows 2003 Server Upgrade (W2K3)
 CFIA's IT servers use the Windows 2003 operating system which will no longer be supported after July 2018. It is required that all workload on these servers be migrated to servers with a supported operating system (e.g. Windows 2012 or higher).","$1,572,100","June 30, 2019","June 30, 2019",0.2,250,8555-421-2460,"May 1, 2019",0,0
cfia,era,cfia-era,Canadian Food Inspection Agency,Establishment-Based Risk Assessment System (ERA),"Establishment-Based Risk Assessment System (ERA)
 The ERA model is a mathematical algorithm developed based on scientific literature, international benchmarking exercises and expert advice from academia, industry and government. This model has been developed to provide an assessment of establishments from a food safety perspective to guide the allocation of inspection resources and provide additional intelligence for program design and delivery. A key focus will be in ensuring that CFIA's fixed resources can address the significant influx of the new 20-fold increase of establishments upon the full implementation of the SFCR to standardize the inspection process to increase resource flexibility.","$7,988,200","June 30, 2019","June 30, 2019",0.2,251,8555-421-2460,"May 1, 2019",0,0
cfia,hrbi,cfia-hrbi,Canadian Food Inspection Agency,Human Resources Business Intelligence,"Human Resources Business Intelligence (HRBI)
 Improvements to the HR Reporting environment by upgrading to Cognos 11, remodelling the HR data, providing an intuitive user experience for HR Analysts, adding additional Protected A HR data sources and creating new reports, dashboards and metrics.","$1,677,000","March 31, 2021","March 31, 2021",1.9,252,8555-421-2460,"May 1, 2019",0,0
ircc,gcms-prl,ircc-gcms-prl,"Immigration, Refugees and Citizenship Canada",GCMS Multi-Year Level Plan for Permanent Residence Levels,Multi Year Level Plan - This project is in response to the increasing target for Permanent Residence Levels. This project will enhance IT performance of international and domestic networks; upgrade bandwidth capabilities of the Global Case Management System (GCMS) and data centre capacity; increase analytical capabilities to strengthen settlement program integrity; and digitize processes and workflows.,"$31,416,371","March 31, 2023","March 31, 2023",3.9,253,8555-421-2460,"May 1, 2019",1,0
ircc,wlm-1,ircc-wlm-1,"Immigration, Refugees and Citizenship Canada",Workload Migration,"Work Load Migration - This project will conduct the necessary updates to servers and databases that are past their lifecycle. Work Load
 Migration is based on the Managed Lifecycle schedule for commonly used workplace technology devices.","$8,702,161",,N/A,,254,8555-421-2460,"May 1, 2019",0,0
ircc,ppmi,ircc-ppmi,"Immigration, Refugees and Citizenship Canada",Passport Modernization Initiative,"Passport Program Modernization Initiative (PPM!) - This project is a large IT-enabled project encompassing significant business transformation and technology changes. The goal of PPMI is to support a modernized Passport Program that will meet evolving client expectations and security and integrity requirements while respecting client service, integrity and value for money for Canadians.","$199,500,000","September 30, 2021","September 30, 2021",2.4,255,8555-421-2460,"May 1, 2019",1,1
ircc,bep,ircc-bep,"Immigration, Refugees and Citizenship Canada",Biometrics Expansion,"Biometrics Expansion Project - This project will expand biometric screening and verification to all foreign nationals applying for a temporary resident visa, work permit, study permit, or temporary resident
 permit and permanent residence.","$164,457,602","March 31, 2020","March 31, 2020",0.9,256,8555-421-2460,"May 1, 2019",1,1
ircc,mfd,ircc-mfd,"Immigration, Refugees and Citizenship Canada",Microfilm Digitization for Access to Information Requests,"Microfilm Digitization - This project will complete and fully digitize and modernize IRCCs passport assets. It will create a positive return on investment for the department and create an efficiency for delivering
 access to information requests.","$1,120,000","March 31, 2020","March 31, 2020",0.9,257,8555-421-2460,"May 1, 2019",0,0
ircc,gcms-drp,ircc-gcms-drp,"Immigration, Refugees and Citizenship Canada",GCMS Disaster Recovery Project,"GCMS Disaster Recovery Project - This project will establish a GCMS Disaster Recovery site to ensure business continuity of IRCC, Canada Border Services Agency, and Service Canada (Passport program
 delivery) services.","$52,300,000","August 11, 2020","August 11, 2020",1.3,258,8555-421-2460,"May 1, 2019",1,0
ircc,desktop-modernization,ircc-desktop-modernization,"Immigration, Refugees and Citizenship Canada",Desktop Modernization,"Desktop Modernization - This project will enhance the overall
 infrastructure at IRCC to enable employees to continue to provide client service.","$4,800,000",,N/A,,259,8555-421-2460,"May 1, 2019",0,0
ircc,trmviaa,ircc-trmviaa,"Immigration, Refugees and Citizenship Canada",Temporary Resident Volume Management Initiative Advanced Analytics,"Temporary Resident Volume Management Initiative-Advanced Analytics - This project encompasses four key areas of activity to better manage the volume of temporary residents applications:
 1. Advanced Analytics;
 2. Automation;
 3. Streamlining; and
 4. Work Sharing.","$12,551,761","March 31, 2020","March 31, 2020",0.9,260,8555-421-2460,"May 1, 2019",1,0
ircc,impepi,ircc-impepi,"Immigration, Refugees and Citizenship Canada",International Mobility Program Employer Portal Improvements,"International Mobility Program Employer Portal Improvements - This project focuses on the implementation of the Information Management/Information Technology (IM/IT) systems changes that will improve the functionality of IRCC's Employer Portal, thereby enhancing user experience, and raising the level of program integrity for the Employer Compliance Regime.","$15,440,265","December 21, 2021","December 21, 2021",2.6,261,8555-421-2460,"May 1, 2019",1,0
ircc,gcms-privacy,ircc-gcms-privacy,"Immigration, Refugees and Citizenship Canada",GCMS Privacy Risk Mitigation,"GCMS Privacy Risk Mitigation - This project's focus is to ensure that
 all privacy risks identified in the Privacy Impact Assessment for the use of GCMS by the Passport Program have been mitigated or accepted.","$3,876,000","June 30, 2020","June 30, 2020",1.2,262,8555-421-2460,"May 1, 2019",0,0
ircc,di,ircc-di,"Immigration, Refugees and Citizenship Canada",Citizenship Grant Digital Intake,"Digital Intake - The aim of this project is to implement a Digital Intake Channel solution to facilitate electronic submission of Citizenship Grant applications, hence increasing the number of applications received via
 the Digital Intake Channel compared to those submitted by mail.","$2,100,000","December 31, 2021","December 31, 2021",2.7,263,8555-421-2460,"May 1, 2019",0,0
ircc,online-account,ircc-online-account,"Immigration, Refugees and Citizenship Canada",Improving User Experience Online Account,"Improving User Experience Online Account - This project is to:
 1. Redesign the look and feel of the My Account interface to better align with client expectations, and make it easier to use and understand;
 2. Provide more case status information in an easier to understand format, including proactive communications of delays; and
 3. Compile research and analysis of access to information requests to understand the gaps in case status and better manage wait times during those periods.","$2,872,455","March 31, 2020","March 31, 2020",0.9,264,8555-421-2460,"May 1, 2019",0,0
ircc,pis,ircc-pis,"Immigration, Refugees and Citizenship Canada",Passport Issuance System,Passport Issuance System - This project will maintain and facilitate Passport Issuance Services to Canadians.,"$5,010,900","October 31, 2019","October 31, 2019",0.5,265,8555-421-2460,"May 1, 2019",0,0
ircc,sva,ircc-sva,"Immigration, Refugees and Citizenship Canada",Start-up Visa e-Application,"Start-up Visa a-Application - This project will develop an integrated electronic application system that allows for more robust data collection, prevention of application backlogs, and high standards for program integrity and service, while ensuring the program remains competitive in attracting high-potential entrepreneurs who will contribute to Canadian innovation and the economy.","$5,758,000","February 1, 2021","February 1, 2021",1.8,266,8555-421-2460,"May 1, 2019",0,0
ircc,epassport-ng,ircc-epassport-ng,"Immigration, Refugees and Citizenship Canada",ePassport Next Generation,"ePassport Next Generation - This project will attain the following outcomes:
 1. Secure booklet design to contribute to Canadians having confidence in the Passport Program;
 2. Improved overall security of the passport; and
 3. Enhanced technology.","$99,648,996","February 28, 2022","February 28, 2022",2.8,267,8555-421-2460,"May 1, 2019",1,0
ircc,gender-x,ircc-gender-x,"Immigration, Refugees and Citizenship Canada",Gender X Identifier,"Gender X - This project will introduce the ability for IRCC to print an ""X""
 sex/gender identifier for all lRCC lines of business to better reflect the gender identity and diversity of all lRCC clients.","$7,600,000","June 4, 2019","June 4, 2019",0.1,268,8555-421-2460,"May 1, 2019",0,0
ircc,ifhp-camp,ircc-ifhp-camp,"Immigration, Refugees and Citizenship Canada",Interim Federal Health Programs Claims Administration Modernization Project,"Interim Federal Health Program-Claims Administration Modernization Project (IFHP-CAMP) - This project will modernize
 !FHP claims administration in order to deliver enhanced services to providers and beneficiaries. This will be accomplished through improvements to systems and processes used by Government of Canada officials to manage the !FHP (including in their interactions with beneficiaries), as well as the services provided and enabled by the third party claims administrator.","$6,300,000","January 16, 2022","January 16, 2022",2.7,269,8555-421-2460,"May 1, 2019",0,0
ircc,gcs-esnpd,ircc-gcs-esnpd,"Immigration, Refugees and Citizenship Canada",Grants and Contributions Enhancing Settlement Network Program Delivery Functionality,Enhancing Settlement Network Program Delivery Functionality - Grants and Contributions System (GCS) - This project will result in enhancements to the GCS in support of the departmental contribution agreement management reset and the settlement outcomes initiative. It aims to implement additional automation across the processing and reporting of the GCS in support of improved integrity and processing services.,"$5,285,699",,N/A,,270,8555-421-2460,"May 1, 2019",0,0
inac,rims-2,inac-rims-2,Indigenous Services Canada & Crown-Indigenous Relations and Northern Affairs Canada,Resource Information Management System 2,"Resource Information Management System 2 (RIMS2) project - Transform how Oil and Gas royalties are reported, calculated, collected,
 managed and distributed to clients.","$3,734,500","December 31, 2019","December 31, 2019",0.7,271,8555-421-2460,"May 1, 2019",0,0
inac,gcims,inac-gcims,Indigenous Services Canada & Crown-Indigenous Relations and Northern Affairs Canada,Financial System Update (GCIMS),Financial System Update (GCIMS) - SeQregation of the financial system (GCIMS) to support two departments.,"$1,100,000","March 31, 2020","March 31, 2020",0.9,272,8555-421-2460,"May 1, 2019",0,0
inac,sap,inac-sap,Indigenous Services Canada & Crown-Indigenous Relations and Northern Affairs Canada,SAP Financial System Update,Financial System Update (SAP) - Seqreqation of the financial system (SAP) to support two departments.,"$2,380,000","March 31, 2020","March 31, 2020",0.9,273,8555-421-2460,"May 1, 2019",0,0
inac,wifi,inac-wifi,Indigenous Services Canada & Crown-Indigenous Relations and Northern Affairs Canada,WiFi Implementation,WIFI - Implementation of WiFi at all departmental locations.,"$2,400,000","March 31, 2020","March 31, 2020",0.9,274,8555-421-2460,"May 1, 2019",0,0
inac,gcsi,inac-gcsi,Indigenous Services Canada & Crown-Indigenous Relations and Northern Affairs Canada,Government of Canada Secret Infrastruture,Government of Canada Secure Infrastructure (GCSI) - Implementation of government-wide secure Secret infrastructure.,"$2,500,000","September 30, 2020","September 30, 2020",1.4,275,8555-421-2460,"May 1, 2019",0,0
inac,gcdocs,inac-gcdocs,Indigenous Services Canada & Crown-Indigenous Relations and Northern Affairs Canada,GCdocs,GCDOCS project - Implement the GC records and document management system (GCDOCS).,"$9,700,000","March 31, 2021","March 31, 2021",1.9,276,8555-421-2460,"May 1, 2019",0,0
inac,iems,inac-iems,Indigenous Services Canada & Crown-Indigenous Relations and Northern Affairs Canada,Integrated Environmental Management System Replacement,"Integrated Environmental Management System Replacement - Provide a replacement application to continue to provide the functionality
 needed in order for the Northern Contamination Sites Program to continue to meet its requirements under Treasury Board policies.","$1,200,000","March 31, 2022","March 31, 2022",2.9,277,8555-421-2460,"May 1, 2019",0,0
inac,mtme,inac-mtme,Indigenous Services Canada & Crown-Indigenous Relations and Northern Affairs Canada,Modern Treaty Management Environment,Modern Treaty Management Environment - 3 streams - 1: Provide the management and tracking of relationship management obligations within each modern treaty. 2: Develop three separate portals (points of access}. 3: Develop 3 data points to track information that will allow reports or views so that senior management can see which of their direct reports are responsible for the obligations within their department.,"$2,200,000","March 31, 2022","March 31, 2022",2.9,278,8555-421-2460,"May 1, 2019",0,0
inac,irems,inac-irems,Indigenous Services Canada & Crown-Indigenous Relations and Northern Affairs Canada,Indian Registration and Estates Management System (IREMS),"Indian Registration and Estates Management System (IREMS) project - Replace the Indian Register, Treaty Payment, Secure Certificate of
 Indian Status and the Estates applications with an integrated system.","$10,000,000",,N/A,,279,8555-421-2460,"May 1, 2019",0,0
inac,fnihb-sia,inac-fnihb-sia,Indigenous Services Canada & Crown-Indigenous Relations and Northern Affairs Canada,Synergy in Action,"Synergy in action - Joint regional collaboration between Quebec and Alberta to implement existing business inteligence technology across all regions to improve data quality, and analytic and reporting capacity for multiple sources of administrative and public health surveillance data.","$3,000,000","September 1, 2019","September 1, 2019",0.3,280,8555-421-2460,"May 1, 2019",0,0
inac,fnihb-hicps,inac-fnihb-hicps,Indigenous Services Canada & Crown-Indigenous Relations and Northern Affairs Canada,FNIHB Health Information & Claims Processing Services (HICPS),"Renewal of the Health Information & Claims Processing Services (HICPS) - Re-procurement and implementation of a new HICPS contract for claims processing services for pharmacy, medical supplies and equipment, dental, vision care
 and mental health counselling (short-term crisis intervention) benefits.","$2,635,502","February 29, 2020","February 29, 2020",0.8,281,8555-421-2460,"May 1, 2019",0,0
inac,fnihb-ims,inac-fnihb-ims,Indigenous Services Canada & Crown-Indigenous Relations and Northern Affairs Canada,FNIHB Incident Management Systems,"Incident Management Systems - Determine an appropriate software option to support the Incident Management Process. This is a high visibility operational project for a new process on how incidents at First Nations and Inuit
 remote and isolated health care service locations will be tracked and managed.","$1,200,000","September 1, 2020","September 1, 2020",1.3,282,8555-421-2460,"May 1, 2019",0,0
inac,fnihb-phcis,inac-fnihb-phcis,Indigenous Services Canada & Crown-Indigenous Relations and Northern Affairs Canada,FNIHB Primary Health Care Information Systems,Primary Health Care Information System(s) - Renewal of Primary Health Care Systems under the First Nations and Inuit Heath Branch portfolio.,"$1,300,000","December 31, 2020","December 31, 2020",1.7,283,8555-421-2460,"May 1, 2019",0,0
inac,fnihb-unephi,inac-fnihb-unephi,Indigenous Services Canada & Crown-Indigenous Relations and Northern Affairs Canada,Unified Environmental Public Health Info-System (unePHI),"Unified Environmental Public Health Info-system (unePHI) - Create an accessible point of reference for Environmental Public Health Officers, First Nations, Headquarders and, Regional Offices to generate community, regional and national-level reports in the field and off-site at a later date and time, using current technologies and updated software features.","$2,515,000","September 30, 2021","September 30, 2021",2.4,284,8555-421-2460,"May 1, 2019",0,0
inac,fnihb-mtss,inac-fnihb-mtss,Indigenous Services Canada & Crown-Indigenous Relations and Northern Affairs Canada,FNIHB Medical Transportation System Solutions,"Medical Transportation System Solution (MTSS) - The development of a single transactional system for use by all Non- Insured Health Benefits (NIHB) regional offices to administer the NIHB Medical Transportation benefit, and the adaptation of common, consistent business processes by all users.","$6,700,000","March 31, 2023","March 31, 2023",3.9,285,8555-421-2460,"May 1, 2019",0,0
infra,gcdocs,infra-gcdocs,Infrastructure Canada,GCdocs,"GCDocs - Ongoing project to implement the Government of Canada standard solution for electronic document and records management solution known as
 GCDOCS.","$3,042,000","March 31, 2020",Q4 2019/20,0.9,286,8555-421-2460,"May 1, 2019",0,0
infra,iris,infra-iris,Infrastructure Canada,IRIS Web Portal,"IRIS - Ongoing project to implement a web portal which will allow external
 !NFC partners and recipients to track information about INFC programs online, more specifically contribution aqreements, projects, and claims.","$3,600,487","June 30, 2019",Q1 2019/20,0.2,287,8555-421-2460,"May 1, 2019",0,0
ised,iam,ised-iam,"Innovation, Science and Economic Development Canada",Identity and Access Roles Management,"Building on the authentication services stood up by the Identity Management project, Access Roles Management will deliver a robust role and security access manaciement service across business lines, required in interactions between the public and ciovernment","$1,117,800","March 31, 2019","March 31, 2019",-0.1,288,8555-421-2460,"May 1, 2019",0,0
ised,isc-platform,ised-isc-platform,"Innovation, Science and Economic Development Canada",Innovation Canada Project Platform Solution,Innovation Canada Project Platform Solution: To enable Canadian innovators to access and benefit from Government-led innovation proqram.,"$7,937,437","April 24, 2019","April 24, 2019",0.0,289,8555-421-2460,"May 1, 2019",0,0
