deptAcronym,shortcode,uniqueId,department,latestProjectName,latestDescription,numOfEntries,originalBudget,latestBudget,originalBudgetSource,latestBudgetSource,originalEstimatedCompletionDate,latestEstimatedCompletionDate,originalEstimatedCompletionDateSource,latestEstimatedCompletionDateSource,budgetDelta,budgetDeltaPercentage,datesDelta,estimatedStatus,isOver10M,isOver100M
ircc,dpm-tdr,ircc-dpm-tdr,"Immigration, Refugees and Citizenship Canada",Digital Platform Modernization (DPM) - Technical Debt Reduction,"De-risk and reduce ""technical debt"" in the current core legacy systems and remediate architectural deficiencies. Enhance key digital capabilities to enable specific applications and allow for early benefits such as reduced downtime, increased adaptability and improved operations and productivity. Our data quality assessments and issue resolution will contribute to improving operations and productivity because we will improve the data and information in our data holding and help identify issues with in the legacy systems that DPM can to identify architectural deficiencies.",1,53980000,53980000,2022,2022,2023-03-31,2023-03-31,2022,2022,,,,new,1,0
ircc,epassport-ng,ircc-epassport-ng,"Immigration, Refugees and Citizenship Canada",ePassport Next Generation,"The ePassport Next Generation project focuses on deploying a new solution for all Canadian travel documents across the domestic and abroad networks. The project will enhance the integrity and security of Canada’s suite of travel documents by introducing updated security features and advanced technologies. It also includes new personalization equipment (laser engraving on polycarbonate), a new personalization software solution, and maintenance and support domestically and abroad.",2,99648996,92700000,2019,2022,2022-02-28,2023-03-31,2019,2022,-6948996,-6.97,1.08,behind schedule,1,0
ircc,eta-expansion,ircc-eta-expansion,"Immigration, Refugees and Citizenship Canada",Beyond the Border Action Plan Electronic Travel Authorization (eTA),"Beyond th.e B order Action Plan - Electronic Travel Authorisation (eTA)- Expansion The eTA Expansion Project is to implement the necessary policy, operational and infrastructure changes required to support expanded eligibility to low risk travelers. The project includes developing a capacity to obtain information on American visas from the United States.",1,1818322,1818322,2016,2016,2017-03-01,2017-03-01,2016,2016,,,,completed,0,0
ircc,gcms-drp,ircc-gcms-drp,"Immigration, Refugees and Citizenship Canada",Global Case Management System (GCMS) Disaster Recovery,Implement a disaster recovery site at an Shared Services Canada (SSC)-managed enterprise data centre in compliance with Treasury Board requirements for mission critical systems and to reduce GCMS downtime in event of a disaster.,2,52300000,89730000,2019,2022,2020-08-11,2023-09-30,2019,2022,37430000,71.57,3.14,behind schedule,1,0
ircc,gcms-efms,ircc-gcms-efms,"Immigration, Refugees and Citizenship Canada",Enterprise Fraud Management Solution,"The Enterprise Fraud Management Solution is a key element of IRCC’s Privacy Impact Assessment Action Plan for the migration of the Passport Program to Global Case Management System (GCMS). Based on business rules identified by the Program, the tool will proactively monitor the activity of GCMS users, flagging potentially inappropriate / fraudulent behavior for review and investigation as required. The solution is currently in development for Passport Program users of GCMS but will ultimately be extended for the use of other IRCC Lines of Business across multiple IRCC systems.",1,8050000,8050000,2022,2022,2023-03-31,2023-03-31,2022,2022,,,,new,0,0
ircc,gcms-entry-exit,ircc-gcms-entry-exit,"Immigration, Refugees and Citizenship Canada",GCMS Entry Exit Interdiction and Border Alerting System Interface,"Entry Exit The Canada Border Service Agency (CBSA) and IRCC will jointly leverage the GCMS to build functionality for accessing information on the entry and exit of all travellers to support existing immigration lines of business across both the CBSA and IRCC. The CBSA will develop the functionality in the system called EXIS and the supporting commercial-off-the-shelf tools to produce and deliver entry and exit query results to GCMS, while IRCC will develop and implement the necessary changes to GCMS, with support from CBSA, to display the query results. Further, GCMS will send data through the Interdiction and Border Alerting System interface to provide data to CBSA that they will use to calculate overstay information.",1,3569938,3569938,2016,2016,2018-02-01,2018-02-01,2016,2016,,,,completed,0,0
ircc,gcms-privacy,ircc-gcms-privacy,"Immigration, Refugees and Citizenship Canada",GCMS Privacy Risk Mitigation,GCMS Privacy Risk Mitigation - This project's focus is to ensure that all privacy risks identified in the Privacy Impact Assessment for the use of GCMS by the Passport Program have been mitigated or accepted.,1,3876000,3876000,2019,2019,2020-06-30,2020-06-30,2019,2019,,,,completed,0,0
ircc,gcms-prl,ircc-gcms-prl,"Immigration, Refugees and Citizenship Canada",GCMS Multi-Year Level Plan for Permanent Residence Levels,Multi Year Level Plan - This project is in response to the increasing target for Permanent Residence Levels. This project will enhance IT performance of international and domestic networks; upgrade bandwidth capabilities of the Global Case Management System (GCMS) and data centre capacity; increase analytical capabilities to strengthen settlement program integrity; and digitize processes and workflows.,1,31416371,31416371,2019,2019,2023-03-31,2023-03-31,2019,2019,,,,unknown (past due),1,0
ircc,gcs-automating,ircc-gcs-automating,"Immigration, Refugees and Citizenship Canada",Grants and Contributions Automation,Automating Grants and Contributions Provide additional automation for reporting externally and internally on settlement and resettlement programming.,1,3365000,3365000,2016,2016,2017-03-01,2017-03-01,2016,2016,,,,completed,0,0
ircc,gcs-esnpd,ircc-gcs-esnpd,"Immigration, Refugees and Citizenship Canada",Grants and Contributions Enhancing Settlement Network Program Delivery Functionality,Enhancing Settlement Network Program Delivery Functionality - Grants and Contributions System (GCS) - This project will result in enhancements to the GCS in support of the departmental contribution agreement management reset and the settlement outcomes initiative. It aims to implement additional automation across the processing and reporting of the GCS in support of improved integrity and processing services.,1,5285699,5285699,2019,2019,,,,,,,,unknown (past due),0,0
ircc,gender-x,ircc-gender-x,"Immigration, Refugees and Citizenship Canada",Gender X Identifier,"Gender X - This project will introduce the ability for IRCC to print an ""X"" sex/gender identifier for all lRCC lines of business to better reflect the gender identity and diversity of all lRCC clients.",1,7600000,7600000,2019,2019,2019-06-04,2019-06-04,2019,2019,,,,completed,0,0
ircc,icc-tools,ircc-icc-tools,"Immigration, Refugees and Citizenship Canada",Immigration & Citizenship Consultants,"Develop and implement tools in support of changes to immigration consultants legislation, to allow new, more efficient means of detecting wrongdoing, conducting regulatory investigations, and managing the new administrative penalties component.",1,16770000,16770000,2022,2022,2025-03-31,2025-03-31,2022,2022,,,,new,1,0
ircc,ifhp-camp,ircc-ifhp-camp,"Immigration, Refugees and Citizenship Canada",Interim Federal Health Program (IFHP) - Claims Admin Modernization,Modernize IFHP claims administration to improve service delivery to providers and beneficiaries through improvements to systems and processes used to manage IFHP by the third party claims administrator.,2,6300000,6350000,2019,2022,2022-01-16,2022-03-31,2019,2022,50000,0.79,0.2,behind schedule,0,0
ircc,impepi,ircc-impepi,"Immigration, Refugees and Citizenship Canada",International Mobility Program Employer Portal Improvements,"International Mobility Program Employer Portal Improvements - This project focuses on the implementation of the Information Management/Information Technology (IM/IT) systems changes that will improve the functionality of IRCC's Employer Portal, thereby enhancing user experience, and raising the level of program integrity for the Employer Compliance Regime.",1,15440265,15440265,2019,2019,2021-12-21,2021-12-21,2019,2019,,,,completed,1,0
ircc,lms,ircc-lms,"Immigration, Refugees and Citizenship Canada",Learning Academy including Learning Management System,"Support establishment of the IRCC Learning Academy, including procurement, implementation of an enterprise learning management system and required network quality of service changes.",1,2450000,2450000,2022,2022,2023-10-31,2023-10-31,2022,2022,,,,new,0,0
ircc,mfd,ircc-mfd,"Immigration, Refugees and Citizenship Canada",Microfilm Digitization for Access to Information Requests,Microfilm Digitization - This project will complete and fully digitize and modernize IRCCs passport assets. It will create a positive return on investment for the department and create an efficiency for delivering access to information requests.,1,1120000,1120000,2019,2019,2020-03-31,2020-03-31,2019,2019,,,,completed,0,0
ircc,online-account,ircc-online-account,"Immigration, Refugees and Citizenship Canada",Improving User Experience Online Account,"Improving User Experience Online Account - This project is to: 1. Redesign the look and feel of the My Account interface to better align with client expectations, and make it easier to use and understand; 2. Provide more case status information in an easier to understand format, including proactive communications of delays; and 3. Compile research and analysis of access to information requests to understand the gaps in case status and better manage wait times during those periods.",1,2872455,2872455,2019,2019,2020-03-31,2020-03-31,2019,2019,,,,completed,0,0
ircc,ppdsp,ircc-ppdsp,"Immigration, Refugees and Citizenship Canada",Passport Digital Services Pilot,"Project is focused on providing an innovative way for Canadians and non-Canadians to interact with the Passport Program, including providing clients with a modernized way to securely apply for their travel documents through a digital channel. The Passport Digital Services project will introduce digital services for the Passport Program which include an online application and payment process, expanded mobile functionality, and digital support services. IRCC has launched a controlled pilot for a digital application process that will enable Canadians to renew their passport, pay the fees and upload their photograph securely and conveniently from any device.",1,4990000,4990000,2022,2022,2023-09-30,2023-09-30,2022,2022,,,,new,0,0
ircc,ppis,ircc-ppis,"Immigration, Refugees and Citizenship Canada",Passport Issuance System,Passport Issuance System - This project will maintain and facilitate Passport Issuance Services to Canadians.,1,5010900,5010900,2019,2019,2019-10-31,2019-10-31,2019,2019,,,,completed,0,0
ircc,ppma,ircc-ppma,"Immigration, Refugees and Citizenship Canada",Passport Modernization Abroad,Planning for deployment of functionality to facilitate in-person passport services abroad (outside Canada).,1,51870000,51870000,2022,2022,2023-10-31,2023-10-31,2022,2022,,,,new,1,0
ircc,ppmi,ircc-ppmi,"Immigration, Refugees and Citizenship Canada",Passport Program Modernization Initiative,"Strengthen the integrity, security and efficiency of the Passport Program through significant business transformation and technology change, and increase access for Canadians.",3,28713419,187630000,2016,2022,2018-12-01,2022-11-30,2016,2022,158916581,553.46,4,behind schedule,1,1
ircc,ssa,ircc-ssa,"Immigration, Refugees and Citizenship Canada",Security Screening Automation (*Project for which IRCC is not the lead),Current Canada Border Services Agency (CBSA) security screening solution does not have capacity to handle current and planned volume increases under Canada’s immigration program. The goal is to automate CBSA’s security screening process to auto-clear cases found to have no inadmissibility concerns and allow CBSA screening analysts to focus on quality assessment of cases with national security concerns.,1,4000000,4000000,2022,2022,2024-03-31,2024-03-31,2022,2022,,,,new,0,0
ircc,sva,ircc-sva,"Immigration, Refugees and Citizenship Canada",Start Up Visa eApplication,"Electronic application for Start-up Visa Permanent residence as well as work permits and an integrated portal for processing officers, designated entities and industry associations.",2,5758000,5530000,2019,2022,2021-02-01,2022-03-31,2019,2022,-228000,-3.96,1.16,behind schedule,0,0
ircc,tfwp-imp-3,ircc-tfwp-imp-3,"Immigration, Refugees and Citizenship Canada",Temporary Foreign Worker Program International Mobility Program Phase Ill,"Temporary Foreign Worker Program (TFWP) - International Mobility Program (IMP) Phase Ill Implement a public-facing, online collaboration/information sharing tool for open work permit holders. Enhancements to existing functionalities in the Global Case Management System (GCMS) and processes related to Labour Market Impact Assessment (LMIA)-exempt employers by establishing connection between IRCC and Employment and Social Development Canada systems to share data.",1,1829263,1829263,2016,2016,2017-03-01,2017-03-01,2016,2016,,,,completed,0,0
ircc,tre,ircc-tre,"Immigration, Refugees and Citizenship Canada",Temporary Resident eApplication,"eApplication to enable the digitization of Temporary Resident work permits and study permit applications, plus an online portal that will allow Visa Application Centres to submit Temporary Resident Visa applications and supporting documents.",1,14350000,14350000,2022,2022,2022-03-31,2022-03-31,2022,2022,,,,new,1,0
ircc,trmviaa,ircc-trmviaa,"Immigration, Refugees and Citizenship Canada",Temporary Resident Volume Management Initiative Advanced Analytics,Temporary Resident Volume Management Initiative-Advanced Analytics - This project encompasses four key areas of activity to better manage the volume of temporary residents applications: 1. Advanced Analytics; 2. Automation; 3. Streamlining; and 4. Work Sharing.,1,12551761,12551761,2019,2019,2020-03-31,2020-03-31,2019,2019,,,,completed,1,0
ircc,wlm-1,ircc-wlm-1,"Immigration, Refugees and Citizenship Canada",Workload Migration,Work Load Migration - This project will conduct the necessary updates to servers and databases that are past their lifecycle. Work Load Migration is based on the Managed Lifecycle schedule for commonly used workplace technology devices.,1,8702161,8702161,2019,2019,,,,,,,,unknown (past due),0,0
ised,adi-mobile,ised-adi-mobile,"Innovation, Science and Economic Development Canada",Accelerating Digital Innovation Mobile Channel,"Accelerating Digital Innovation - Mobile Channel: This project concerns the development of a mobile channel to facilitate navigation of the services for small business while leveraging the power of digital technologies on the mobile device: biometrics, camera, geoiocation, push notifications, alerts and security.",1,3399923,3399923,2019,2019,2020-08-30,2020-08-30,2019,2019,,,,completed,0,0
ised,ags-cc-id,ised-ags-cc-id,"Innovation, Science and Economic Development Canada",Digital ID and Information Sharing (ISED/CRA),"ISED has engaged Canada Revenue Agency (CRA) to provide Digital Identity (ID) and business information to improve the delivery of Accelerated Growth Service (AGS) and Corporations Canada (Corps Can) services. It will enable AGS clients to quickly and easily apply for multiple AGS programs online in one location, using information they have already provided to CRA to auto-complete forms. Corps Can clients will be able to update their corporate address with both CRA and Corps Can simultaneously.",1,4326386,4326386,2022,2022,2023-05-31,2023-05-31,2022,2022,,,,new,0,0
ised,bi-edw,ised-bi-edw,"Innovation, Science and Economic Development Canada",Business Intelligence and Analytics Enterprise Data Warehouse (EDW),Business Intelligence and Analytics - Enterprise Data Warehouse (EDW) (Sub-Project 2) Implement the second phase of Master Data Management corporate wide and additional Business Intelligence and Analytics capabilities that aligns with the 5 year roadmap.,1,2000000,2000000,2016,2016,2018-10-26,2018-10-26,2016,2016,,,,completed,0,0
ised,bi-mdm,ised-bi-mdm,"Innovation, Science and Economic Development Canada",Business Intelligence and Analytics Master Data Management (MDM),Business Intelligence and Am1lytics - Master Data Management (MDM) (Sub-Project 1) lmplementatron of Business Intelligence and Analytics capabilities to improve corporate-level. decision making supported by centrally managed corporate data enabled via a Master Data Management framework and Reference Data Management while implementing a strong Data Governance Program,1,3535477,3535477,2016,2016,2017-05-31,2017-05-31,2016,2016,,,,completed,0,0
ised,cc-itr,ised-cc-itr,"Innovation, Science and Economic Development Canada",Corporations Canada IT Renewal,"This project will replace the current federal corporate business registry which is rapidly aging and unable to accommodate new client needs and directions that the department is implementing. It will enable better services to clients and increase operational efficiencies by aligning Corporations Canada public offerings with the needs of our small, medium and large business clientele placed at the centre of the project.",2,10000000,12065722,2019,2022,2023-04-01,2023-01-04,2019,2022,2065722,20.66,-0.24,ahead of schedule,1,0
ised,ccbr,ised-ccbr,"Innovation, Science and Economic Development Canada",Connecting Canada's Business Registries,"The project consists of developing a digital solution that reduces red tape and internal trade barriers for companies by connecting business registries across the country. It enables businesses in Canada to register seamlessly in select provinces and territories without having to provide the same information to each jurisdiction. It is part of the Government of Canada’s efforts to reduce the registration burden and provide clientcentric digital services for businesses, including small businesses.",2,5984400,5444733,2019,2022,2022-03-31,2022-01-10,2019,2022,-539667,-9.02,-0.22,ahead of schedule,0,0
ised,ccms,ised-ccms,"Innovation, Science and Economic Development Canada",Canadian Cluster Map,"Canadian Cluster Map Budget 2016 announces the Government's intent to develop, in collaboration with provinces, territories, research institutions and other stakeholders, a nationwide Canadian Cluster Mapping portal. Industry Sector is requesting an option analysis for a tool that would enable the department to meet the 2016 Federal Budget commitment to develop a Canadian Cluster Map. It also supports a commitment made with the United States and Mexico at a North American Leaders Summit (2014) to advance cluster and asset mapping in North America. ISED is the lead department for the government's cluster and asset map work under the North American Competitiveness Workplan. The United StaMs is looking for Canada to have a tool comparable to its Cluster Asset Map portal.",1,1710000,1710000,2016,2016,2017-06-30,2017-06-30,2016,2016,,,,completed,0,0
ised,ccms-cluster,ised-ccms-cluster,"Innovation, Science and Economic Development Canada",Client and Case Management Solution Cluster,"Client and Case Management Solution (Cluster) .CCMS Numerous ISED business units have identified a need for a software tool that will enable them to · better manage their client/ stakeholder information in a shared and transparent manner across their business units. In concert with these business needs, business units have also expressed the need for software tools that will enable them to better manage individual cases (also referred to issues or matters) in a similar shared and transparent manner. To meet this need a cluster was created to procure and establish Centre or Expertise for deployment of Case Management Solutions within the department.",1,1406200,1406200,2016,2016,2016-09-30,2016-09-30,2016,2016,,,,completed,0,0
ised,cdap,ised-cdap,"Innovation, Science and Economic Development Canada",Canada Digital Adoption Program (CDAP),"CDAP is a grant program designed to support digital adoption for up to 160,000 small and medium-sized Canadian businesses. The IT project modernizes the grant process and supports the full delivery of the program, including an online client portal for grant applications, access to expert digital advisory services though an online marketplace, automated fraud detection and identity management capabilities, as well as connections to the departmental financial system to process grant payments. The new system provides a fast and efficient client experience and ensures all aspects from application to grant distribution are managed through the digital platform.The estimated completion is March 31, 2025, the program end date. However this IT project was substantially completed by March 3, 2022, the program launch date. The 2025 completion date encompasses maintenance and enhancements.",1,14500000,14500000,2022,2022,2025-03-31,2025-03-31,2022,2022,,,,new,1,0
ised,cipo-c31-c8,ised-cipo-c31-c8,"Innovation, Science and Economic Development Canada",CIPO IT Implementation of Bills C-31 and C-8 for Trademarks,Canadian Intellectual Property Office (CIPO): IT Implementation of Bills C-31 and C-8 for Trade- marks Amendments to the Trade-marks Act and its regulations are expected in order to align Canada's legislation with international treaties. Modifications to the existing IT environment are required to comply with the amendments.,1,4836445,4836445,2016,2016,2017-12-27,2017-12-27,2016,2016,,,,completed,0,0
ised,cipo-cdsm,ised-cipo-cdsm,"Innovation, Science and Economic Development Canada",Canadian Intellectual Property Office (CIPO) Digital Services Modernization (CDSM) Phase 2,"The Client Digital Services Modernization Phase II (CDSM II) project aims at improving CIPO’s electronic services offered to their clients (e.g. electronic services, self-serve). The goal is to modernize electronic transactions by prioritizing high-volume transactions, and offering the best return on investment.",1,6691596,6691596,2022,2022,2024-01-04,2024-01-04,2022,2022,,,,new,0,0
ised,cipo-cpata,ised-cipo-cpata,"Innovation, Science and Economic Development Canada",Canadian Intellectual Property Office (CIPO) College of Patent Agents and Trade-Mark Agents,"The creation of the College of Patent Agents and Trademark Agents (CPATA) transferred the responsibility for regulating patent agents and trademark agents from the Canadian Intellectual Property Office (CIPO) to CPATA. This project encompasses all changes (policy, process & IT) required to execute the transfer. CPATA is responsible for making sure that only qualified professionals are authorized to provide agent services (e.g. qualification, investigation).",1,1674710,1674710,2022,2022,2022-06-30,2022-06-30,2022,2022,,,,new,0,0
ised,cipo-crm,ised-cipo-crm,"Innovation, Science and Economic Development Canada",CIPO Client Relationship Management Foundation,"Canadian Intellectual Property Office (CIPO): Client Relationship Management Foundation The CRM Foundation project will establish a fully functioning Client Relationship Management (CRM) solution within CIPO's Information Branch (18), and key line of business stakeholders; It will develop the data definitions for a CIPO-wide Master Client Repository; and will also create a foundational service request framework to manage client requests and interactions with CIPO.",1,2196184,2196184,2016,2016,2017-08-31,2017-08-31,2016,2016,,,,completed,0,0
ised,cipo-e-filing,ised-cipo-e-filing,"Innovation, Science and Economic Development Canada",CIPO Electronic Filing of a Patent Application,"CIPO ITM Electronic Filing of a Patent Application: This project will produce improvements to E-commerce services for filing a patent application in the following areas: data integration of the web interface to supporting backend systems, automated validation and confirmation of submitted applications.",2,1525320,1967458,2016,2019,2017-04-14,2020-06-30,2016,2019,442138,28.99,3.21,behind schedule,0,0
ised,cipo-ifs,ised-cipo-ifs,"Innovation, Science and Economic Development Canada",Canadian Intellectual Property Office (CIPO) Financial Management Modernization,"In support of the CIPO Revenue Management Strategy and the Operational Excellence pillar, this project will replace the outdated CIPO financial system by integrating financial and operational data with the Departmental system.",2,2184840,3421000,2016,2022,2018-04-27,2024-03-31,2016,2022,1236160,56.58,5.93,behind schedule,0,0
ised,cipo-ipcwp-cid,ised-cipo-ipcwp-cid,"Innovation, Science and Economic Development Canada",CIPO Modernized IP Case and Workflow Solution for Copyright & Industrial Design,"Canadian Intellectual Property Office (CIPO): Modernized IP Case and Workflow Solution for · Copyright & Industrial Design The CIPO Modernized IP Case and Workflow Project will deliver new technology based capability that will automate and track the business processes and activities specific to each Line of business (national & international). For maximum Business value and to reduce costs, a common solution is envisioned across all CIPO Business Lines. Consequently, this project will modernize CIPO's processing of copyrights and industrial designs and support ongoing regulatory and business changes.",1,1378100,1378100,2016,2016,2018-11-05,2018-11-05,2016,2016,,,,completed,0,0
ised,cipo-ipcwp-p,ised-cipo-ipcwp-p,"Innovation, Science and Economic Development Canada",Canadian Intellectual Property Office (CIPO) Patent and Patent Appeal Board (PAB) Case Business Transformation,"The Patent and Patent Appeal Board Case Business Transformation Project will replace the 25 year old legacy system by delivering a modern patent processing system. Consequently, this project will modernize CIPO’s technologies for processing patents, including appeals. This project will lay the foundation for other CIPO business lines within CIPO as a common solutions are envisioned across the organisation.",2,11252000,16043391,2016,2022,2019-03-31,2023-11-30,2016,2022,4791391,42.58,4.67,behind schedule,1,0
ised,cipo-ipcwp-tmob,ised-cipo-ipcwp-tmob,"Innovation, Science and Economic Development Canada",Canadian Intellectual Property Office (CIPO) Trademarks/Trademarks Opposition Board (TMOB) and Industrial Design Case Business Transformation,"The Trademark and Trademark Opposition Board Case Business Transformation Project will replace the 20 year old legacy system by delivering a new Trademark processing system. Consequently, this project will modernize CIPO’s processing of trademarks including Opposition Board by leveraging the foundation developed by the Patent and Patent Appeal Board Case Business Transformation Project.",2,7140000,7140000,2016,2022,2018-11-05,2018-11-05,2016,2016,,,,completed,0,0
ised,cipo-ipdfm,ised-cipo-ipdfm,"Innovation, Science and Economic Development Canada",CIPO IP Document and File Management,"CIPO ITM IP Document and File Management (IPDFM): The IPDFM will provide an electronic, centralized repository to save and manage IP documents and files for all lines of business, providing CIPO with the ability to improve the quality of service as well as makes easier adherence to international treaties and organizations such as the World Intellectual Property Organization (WIPO) which are engaging the CIPO to be more technologically pro-active.",2,5758530,4592194,2016,2019,2017-09-29,2019-12-31,2016,2019,-1166336,-20.25,2.25,behind schedule,0,0
ised,cipo-itm-bi,ised-cipo-itm-bi,"Innovation, Science and Economic Development Canada",CIPO ITM Corporate Business Intelligence,"CIPO ITM Corporate Business Intelligence: This project will deliver software solutions that will enable CIPO to integrate, analyse and provide business intelligence via a range of analysis tools.",1,2820328,2820328,2019,2019,2021-03-31,2021-03-31,2019,2019,,,,completed,0,0
ised,cipo-itm-online,ised-cipo-itm-online,"Innovation, Science and Economic Development Canada",myCIPO Online Services,"CIPO ITM myCIPO Online Services: This project will deliver a secure, single point of entry to departmental online services, allowing Innovators and Agents to view, download and upload IP information and interact with CIPO services.",2,3236758,4151464,2016,2019,2017-09-29,2021-03-31,2016,2019,914706,28.26,3.5,behind schedule,0,0
ised,cipo-itm-search,ised-cipo-itm-search,"Innovation, Science and Economic Development Canada",CIPO ITM Smart Search,CIPO ITM Smart Search: This project implements the ability to execute advanced searches of Intellectual Property related information (i.e. data and documentation) for both departmental and external parties.,2,2005859,3950802,2016,2019,2018-03-30,2021-05-31,2016,2019,1944943,96.96,3.17,behind schedule,0,0
ised,cipo-pit,ised-cipo-pit,"Innovation, Science and Economic Development Canada",CIPO Implementation of a Patent International Treaty,Canadian Intellectual Property Office (CIPO) IT Implementation of a Patent International Treaty. This project will accomplish modifications to the existing IT environment to comply with recent leciislative amendments to align Canada's leciislation with an international treaty.,2,1871950,5727228,2016,2019,2018-03-02,2019-12-31,2016,2019,3855278,205.95,1.83,behind schedule,0,0
ised,cipo-wmp,ised-cipo-wmp,"Innovation, Science and Economic Development Canada",CIPO Workplace Modernization Project,"CIPO Workplace Modernization Project: This project will provide a modern, connected, green, and healthy work environment by 2023 for all employees at Place du Portage Phase I.",1,20961586,20961586,2019,2019,2023-12-31,2023-12-31,2019,2019,,,,unknown (past due),1,0
ised,copi-idit,ised-copi-idit,"Innovation, Science and Economic Development Canada",CIPO IT Implementation of an Industrial Design International Treaty,CIPO IT Implementation of an Industrial Design International Treaty: This project will accomplish modifications to the existing IT environment to comply with recent legislative amendments to alicin Canada's legislation with an international treaty.,2,1941371,8430453,2016,2019,2018-04-30,2020-02-28,2016,2019,6489082,334.25,1.83,behind schedule,0,0
ised,crc-sac,ised-crc-sac,"Innovation, Science and Economic Development Canada",CRC Big Data Analytics Centre (Spectrum Analytics Centre),Communications Research Centre (CRC) Big Data Analytics Centre (Formally Spectrum Analytics Centre) Design and build the new CRC Spectrum Analytics Centre which will employ state of the art data visualization and analytic tools and capabilities to allow CRC to perform technical demonstrations and provide real time visualizations of spectrum use. The research enabled by the Centre will support more effective spectrum management and facilitate technology demonstrations to public and private partners.,1,1011610,1011610,2016,2016,2016-09-30,2016-09-30,2016,2016,,,,completed,0,0
ised,eti,ised-eti,"Innovation, Science and Economic Development Canada",Email Transformation Initiative,Email Transformation Initiative (ETI) Shared Services Canada is implementing a consolidated email system for the GoC. This project includes all the activities required to successfully prepare to migrate current ISED email services to the new SSC email service.,1,1944523,1944523,2016,2016,2016-10-31,2016-10-31,2016,2016,,,,completed,0,0
ised,fow,ised-fow,"Innovation, Science and Economic Development Canada",Future of Work - Digital Office,"The Digital Office will support the evolution of ‘changing how we work’ with digital tools and modern capabilities. This initiative intends to further improve how employees collaborate whether working from home, in the office or hybrid. The project will include unassigned seating and hoteling stations, collaboration spaces and hybrid boardrooms, improved meeting room technology, digital communication platform, Viva Insights, Corporate WiFi, and related tools/applications (Employee Profiling Tool, Telework Agreement Automation, etc.).",1,4400000,4400000,2022,2022,2023-03-31,2023-03-31,2022,2022,,,,new,0,0
ised,gcdocs,ised-gcdocs,"Innovation, Science and Economic Development Canada",GCdocs,"GCDOCS The GCDOCS project is the implementation of the GC standard for Electronic Document and Records Management repository (GCDocs) for the storage, search and management of unstructured information. This initiative will enable ISED to comply with the TBS Directive on Records Management while providing the capability to replace legacy shared drives and support user collaboration.",1,8709551,8709551,2016,2016,2017-09-30,2017-09-30,2016,2016,,,,completed,0,0
ised,iam,ised-iam,"Innovation, Science and Economic Development Canada",Access Roles Management,"This project provides a modern Identity and Access Management (IAM) solution to make it easier for more individual Canadians and Businesses to access ISED online services more securely. This includes enhanced functionality addressing the who, what, when, and where of business access to online ISED services.",2,1117800,1273000,2019,2022,2019-03-31,2022-05-31,2019,2022,155200,13.88,3.17,behind schedule,0,0
ised,ip-marketplace,ised-ip-marketplace,"Innovation, Science and Economic Development Canada",ExploreIP  (formally - IP Marketplace),"ExploreIP: Canada’s IP Marketplace is an online tool for businesses, entrepreneurs and innovators that makes it easier for them to research and discover intellectual property (IP) held by public sector institutions, and leverage ground-breaking research and discoveries, stimulating collaborations that could help launch the next big innovation.",2,2478766,2455951,2019,2022,2022-03-31,2022-07-31,2019,2022,-22815,-0.92,0.33,behind schedule,0,0
ised,isc-platform,ised-isc-platform,"Innovation, Science and Economic Development Canada",Innovation Canada Project Platform Solution,Innovation Canada Project Platform Solution: To enable Canadian innovators to access and benefit from Government-led innovation proqram.,1,7937437,7937437,2019,2019,2019-04-24,2019-04-24,2019,2019,,,,completed,0,0
ised,isc-web,ised-isc-web,"Innovation, Science and Economic Development Canada",Innovation Solutions Canada Web Platform,"Innovation Solutions Canada (ISC) Web Platform: This project will deliver a web platform model for the ISED Innovation Procurement Initiative, ISC.",1,1127148,1127148,2019,2019,2019-05-24,2019-05-24,2019,2019,,,,completed,0,0
ised,it-environment,ised-it-environment,"Innovation, Science and Economic Development Canada",IT Environment Modifications,This project will accomplish modifications to the existing IT environment to comply with recent legislative amendments to align Canada's legislation with international treaty.,1,25391108,25391108,2019,2019,2020-06-01,2020-06-01,2019,2019,,,,completed,1,0
ised,mc-it-mod,ised-mc-it-mod,"Innovation, Science and Economic Development Canada",Measurement Canada’s IM/IT Modernization contract,"In January 2022, Measurement Canada with the support of outside expertise undertook a review of its IT/IM current state and mapped a future state and roadmap for its digital transformation. The review, which concluded in March 2022, included a gaps analysis and a prioritized roadmap for modernization opportunities that aligns with the vision of becoming a self-sustaining organization with the automation of its business processes and an integrated data center. Measurement Canada is poised to undertake a 3 year modernization initiative ending in 2025-27 with and estimated $6 million in development of IM/IT solutions for many of its business lines",1,6000000,6000000,2022,2022,2027-03-31,2027-03-31,2022,2022,,,,new,0,0
ised,mc-mdirdea,ised-mc-mdirdea,"Innovation, Science and Economic Development Canada",Measurement Canada Measuring Device Inspection Result Data Entry Automation,"Small Business, Tourism and Marketplace Services (SBTMS} Sector: Measurement Canada (MC) Measuring Device Inspection Result Data Entry Automation Measurement Canada is proposing to automate the data entry of inspection results and enable electronic data transfer from private sector Application Service Providers (ASPs). Allowing the ASPs to perform inspections on MC's behalf would result in a new business process for MC.",1,1640854,1640854,2016,2016,2016-09-30,2016-09-30,2016,2016,,,,completed,0,0
